Avg_Utilization_Ratio,Card_Category_n,Contacts_Count_12_mon,Credit_Limit,Customer_Age,Dependent_count,Education_Level_n,Gender_n,Income_Category_n,Marital_Status_n,Months_Inactive_12_mon,Months_on_book,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1,Total_Relationship_Count,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,y_true,y_pred,exp_shap_Avg_Utilization_Ratio,exp_shap_Card_Category_n,exp_shap_Contacts_Count_12_mon,exp_shap_Credit_Limit,exp_shap_Customer_Age,exp_shap_Dependent_count,exp_shap_Education_Level_n,exp_shap_Gender_n,exp_shap_Income_Category_n,exp_shap_Marital_Status_n,exp_shap_Months_Inactive_12_mon,exp_shap_Months_on_book,exp_shap_Total_Amt_Chng_Q4_Q1,exp_shap_Total_Ct_Chng_Q4_Q1,exp_shap_Total_Relationship_Count,exp_shap_Total_Revolving_Bal,exp_shap_Total_Trans_Amt,exp_shap_Total_Trans_Ct,exp_Mismatch
-0.9971540972763273,-0.2594732844573811,-0.4116159836207899,-0.42689653155782276,-0.29014957098317423,1.2732834007681237,-0.5976783393374748,1.0599556481738364,-0.5741815040782585,-0.6281275728604904,-0.3375979225598582,-1.4936609479697167,-0.3683514255776457,-0.3991791980935204,-1.1661480687091097,-1.4268583411935547,0.9163817944099932,0.47467556078937095,1,1,,,,,,,,,,,,,,,,,,,
-0.7613620973720512,-0.2594732844573811,-0.4116159836207899,0.6811297850672007,1.9552422649853642,-1.036462419552892,-0.5976783393374748,1.0599556481738364,-0.5741815040782585,-0.6281275728604904,-0.3375979225598582,1.0107148200563958,-0.0007952486439520646,-0.7621918382705597,0.7639426087506561,-0.2464136168220523,-0.735977221689144,-0.6756600288787696,1,1,-0.003235298018737111,-0.0014052181465254976,-0.01178538932557401,-0.006020542097846212,-0.0032402607115769345,-0.00589654933184385,-0.0019762554747285513,-0.016037579967922756,-0.0005241385720878379,-0.007985939090121293,-0.033104565867186575,-0.0028040941902966257,-0.0024929453064065042,-0.012711939324517658,-0.04392530678979378,-0.04271711049455897,-0.013031781455902672,0.05817401551114055,False
0.0035781464488630664,-0.2594732844573811,0.4924037661358222,-0.5815713728182261,1.7057542832110821,-1.036462419552892,-1.6877618228981428,-0.9434357010341592,0.7550529436987501,-0.6281275728604904,0.6519401850417875,2.137683915668146,0.6986752941268347,0.1586707348339072,0.12057904959740082,-0.2954965575443601,-0.9208483177358675,-1.868600640386471,1,1,-0.03051644704361764,-0.00013056070115427082,-0.00912226929434933,0.0007243343553644425,0.006718291726465182,-0.0006514889728509389,-0.003933900882132632,-0.030433908274976423,0.002332260838347818,-0.002964347415418413,0.0004433663514560315,0.0015881094114876286,-0.004783409094018302,-0.01970819035595942,-0.005287052456902951,-0.08144788050840156,0.050336479449915934,0.04611571421225481,False
-0.4928027585139415,-0.2594732844573811,-1.315635733377402,0.7532967095813007,1.8304982740982232,-1.8063776929932305,-0.5976783393374748,1.0599556481738364,-0.5741815040782585,-0.6281275728604904,0.6519401850417875,1.5115899736616183,-0.10103784235314126,0.25916575951568643,-1.809511627862365,1.2088955755943738,2.961150318519134,1.2415659539014647,1,1,,,,,,,,,,,,,,,,,,,
1.840320335374566,-0.2594732844573811,0.4924037661358222,-0.791471513020822,-0.6643815436445972,1.2732834007681237,-1.6877618228981428,-0.9434357010341592,1.4196701675872543,2.082738794221626,-0.3375979225598582,-1.744098524772328,-0.680217272672901,-0.9498509149722495,0.12057904959740082,-0.04640063337864803,-0.5505173641900426,-0.5478449633600874,0,1,,,,,,,,,,,,,,,,,,,
1.8686596555508548,-0.2594732844573811,0.4924037661358222,-0.5991730617241042,-0.41489356187031523,0.5033681273277852,-1.1427200811178089,-0.9434357010341592,0.7550529436987501,-0.6281275728604904,-0.3375979225598582,-0.8675670059631887,-0.7760046399950151,0.8272702867983976,0.12057904959740082,1.6616857037576631,-0.06096221653765257,0.815515735505857,1,1,,,,,,,,,,,,,,,,,,,
-0.8048673818614317,-0.2594732844573811,1.3964235158924343,1.7416315416463535,-1.2881014980803023,0.5033681273277852,-0.5976783393374748,1.0599556481738364,-1.9034159518552671,0.727305610680568,-0.3375979225598582,0.008964512845950725,0.7031305205139098,0.839575800024738,1.4073061679039114,0.16833723228144856,-0.4901693153212874,0.0060203205542025545,1,1,,,,,,,,,,,,,,,,,,,
-0.9971540972763273,-0.2594732844573811,-0.4116159836207899,-0.7565981668760511,-0.6643815436445972,-0.26654714611255337,1.0374468860035269,-0.9434357010341592,0.7550529436987501,-0.6281275728604904,-0.3375979225598582,0.008964512845950725,0.045984628420336224,-0.6678495702019506,-0.5227845095558545,-1.4268583411935547,0.11242803118769784,0.34686049527068863,1,1,,,,,,,,,,,,,,,,,,,
-0.8520257818422869,-0.2594732844573811,0.4924037661358222,2.3735321733673755,0.08408240167824883,0.5033681273277852,-0.05263659755714094,1.0599556481738364,0.09043571981024574,-0.6281275728604904,0.6519401850417875,0.008964512845950725,0.8590634440615373,-0.18998547324573506,1.4073061679039114,0.03826743936733291,-0.26526244051285325,0.0060203205542025545,1,1,-0.0023874774617024795,-0.002325801578702139,0.013193106220778027,0.0029334763751438144,-0.0025814595712560953,0.0011816318881689913,-0.004851638623578873,-0.0020099688996956097,0.003450381163399345,0.015211619892295192,-0.0015149650779254604,0.00339740516105088,-0.007001856582545208,-0.015213389353084217,-0.013155619238383268,-0.013358323075274904,-0.020475745456329405,-0.04521227443684624,False
0.7660829799421276,-0.2594732844573811,-2.219655483134014,-0.5168851660891243,-1.9118214525160075,-1.8063776929932305,0.492405144223193,-0.9434357010341592,1.4196701675872543,0.727305610680568,-0.3375979225598582,-2.2449736783775505,-0.16786623815926738,0.6365348317901227,-0.5227845095558545,0.9180791518147001,-0.07685877575186127,0.7303056918267355,1,1,,,,,,,,,,,,,,,,,,,
-0.9971540972763273,-0.2594732844573811,-0.4116159836207899,0.8897097986018556,-1.0386135163060204,0.5033681273277852,1.0374468860035269,1.0599556481738364,0.09043571981024574,-0.6281275728604904,-0.3375979225598582,-0.8675670059631887,-0.18568714370756767,0.46630856549241506,-1.1661480687091097,-1.4268583411935547,3.1516146483634495,2.051061368853119,1,1,,,,,,,,,,,,,,,,,,,
-0.884682420326682,-0.2594732844573811,-1.315635733377402,1.4776062080581827,0.20882639256538985,1.2732834007681237,-0.5976783393374748,1.0599556481738364,0.09043571981024574,0.727305610680568,1.6414782926434333,0.008964512845950725,-0.7069486309953514,0.7124188300192213,1.4073061679039114,-0.5863129813240338,-0.24347826677486353,-0.03658470128535821,1,1,,,,,,,,,,,,,,,,,,,
1.8031249776431877,-0.2594732844573811,-0.4116159836207899,-0.5910322806051356,-1.2881014980803023,1.2732834007681237,-0.5976783393374748,-0.9434357010341592,0.7550529436987501,-0.6281275728604904,-0.3375979225598582,-1.4936609479697167,-1.7427887659903063,-2.7437640149996736,-0.5227845095558545,1.6616857037576631,-1.0444882227352685,-1.9964157059051533,0,0,-0.015892405481445458,-0.0017640650874173119,0.0030094108260181164,3.978550804900093e-06,0.00047106686219862203,0.002565345421170508,0.0008006586182958702,0.004994844514465129,-0.0002888986472848258,0.0065085055961037665,-0.02224468816609837,0.00010189253611939677,-0.00468604148421583,-0.01617195397534616,-0.009299777000564464,-0.03923917774275258,-0.023545337655527014,-0.04604425633901161,False
