Avg_Utilization_Ratio,Contacts_Count_12_mon,Credit_Limit,Customer_Age,Months_Inactive_12_mon,Months_on_book,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1,Total_Relationship_Count,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,y_true,y_pred,exp_Total_Trans_Ct,exp_Total_Ct_Chng_Q4_Q1,exp_Total_Trans_Amt,exp_Total_Revolving_Bal,exp_Contacts_Count_12_mon,exp_Months_Inactive_12_mon,exp_Total_Relationship_Count,exp_Avg_Utilization_Ratio,exp_Total_Amt_Chng_Q4_Q1,exp_Customer_Age,exp_Mismatch,exp_Months_on_book,exp_Credit_Limit
-0.9971540972763273,-0.4116159836207899,-0.42689653155782276,-0.29014957098317423,-0.3375979225598582,-1.4936609479697167,-0.3683514255776457,-0.3991791980935204,-1.1661480687091097,-1.4268583411935547,0.9163817944099932,0.47467556078937095,1,1,,,,,,,,,,,,,
-0.7613620973720512,-0.4116159836207899,0.6811297850672007,1.9552422649853642,-0.3375979225598582,1.0107148200563958,-0.0007952486439520646,-0.7621918382705597,0.7639426087506561,-0.2464136168220523,-0.735977221689144,-0.6756600288787696,1,1,0.0882943833672217,0.060085078339729654,0.03295567094939896,0.04517201752955758,-0.039639950422439646,-0.03719592549752224,0.031552525878387014,0.03371137645866219,0.023669904831792057,,False,-0.011677808840609174,
0.0035781464488630664,0.4924037661358222,-0.5815713728182261,1.7057542832110821,0.6519401850417875,2.137683915668146,0.6986752941268347,0.1586707348339072,0.12057904959740082,-0.2954965575443601,-0.9208483177358675,-1.868600640386471,1,1,0.09614936908899942,0.06379008932431574,0.034004170922075846,0.03912078905567421,-0.042158364348517226,-0.030756087883761538,0.02877498963298392,0.03951059956365132,0.032060167680986865,,False,,0.011885929986740523
-0.4928027585139415,-1.315635733377402,0.7532967095813007,1.8304982740982232,0.6519401850417875,1.5115899736616183,-0.10103784235314126,0.25916575951568643,-1.809511627862365,1.2088955755943738,2.961150318519134,1.2415659539014647,1,1,,,,,,,,,,,,,
1.840320335374566,0.4924037661358222,-0.791471513020822,-0.6643815436445972,-0.3375979225598582,-1.744098524772328,-0.680217272672901,-0.9498509149722495,0.12057904959740082,-0.04640063337864803,-0.5505173641900426,-0.5478449633600874,0,1,,,,,,,,,,,,,
1.8686596555508548,0.4924037661358222,-0.5991730617241042,-0.41489356187031523,-0.3375979225598582,-0.8675670059631887,-0.7760046399950151,0.8272702867983976,0.12057904959740082,1.6616857037576631,-0.06096221653765257,0.815515735505857,1,1,,,,,,,,,,,,,
-0.8048673818614317,1.3964235158924343,1.7416315416463535,-1.2881014980803023,-0.3375979225598582,0.008964512845950725,0.7031305205139098,0.839575800024738,1.4073061679039114,0.16833723228144856,-0.4901693153212874,0.0060203205542025545,1,1,,,,,,,,,,,,,
-0.9971540972763273,-0.4116159836207899,-0.7565981668760511,-0.6643815436445972,-0.3375979225598582,0.008964512845950725,0.045984628420336224,-0.6678495702019506,-0.5227845095558545,-1.4268583411935547,0.11242803118769784,0.34686049527068863,1,1,,,,,,,,,,,,,
-0.8520257818422869,0.4924037661358222,2.3735321733673755,0.08408240167824883,0.6519401850417875,0.008964512845950725,0.8590634440615373,-0.18998547324573506,1.4073061679039114,0.03826743936733291,-0.26526244051285325,0.0060203205542025545,1,1,0.09472779661694647,0.05379417351823252,0.04046326368737658,0.04188226032679993,-0.03799012975190819,-0.0259217136476774,0.02451226661068669,0.02729190884657144,0.026406498634546437,,False,,0.007501054398179145
0.7660829799421276,-2.219655483134014,-0.5168851660891243,-1.9118214525160075,-0.3375979225598582,-2.2449736783775505,-0.16786623815926738,0.6365348317901227,-0.5227845095558545,0.9180791518147001,-0.07685877575186127,0.7303056918267355,1,1,,,,,,,,,,,,,
-0.9971540972763273,-0.4116159836207899,0.8897097986018556,-1.0386135163060204,-0.3375979225598582,-0.8675670059631887,-0.18568714370756767,0.46630856549241506,-1.1661480687091097,-1.4268583411935547,3.1516146483634495,2.051061368853119,1,1,,,,,,,,,,,,,
-0.884682420326682,-1.315635733377402,1.4776062080581827,0.20882639256538985,1.6414782926434333,0.008964512845950725,-0.7069486309953514,0.7124188300192213,1.4073061679039114,-0.5863129813240338,-0.24347826677486353,-0.03658470128535821,1,1,,,,,,,,,,,,,
1.8031249776431877,-0.4116159836207899,-0.5910322806051356,-1.2881014980803023,-0.3375979225598582,-1.4936609479697167,-1.7427887659903063,-2.7437640149996736,-0.5227845095558545,1.6616857037576631,-1.0444882227352685,-1.9964157059051533,0,0,0.09192479025069923,0.04856077413394211,0.034482002550561226,0.035354414352728965,-0.03414811190399906,-0.026868550479226094,0.02548686915668699,0.022556454024185994,0.016936536451169257,,False,-0.005491913191336011,
-0.5583374364216088,-0.4116159836207899,0.26132950466200916,0.832546347001095,-0.3375979225598582,1.0107148200563958,-0.651258301156913,-0.24536028276426647,-0.5227845095558545,0.20269529078706403,-0.17989202991802875,0.9007257791849785,1,1,,,,,,,,,,,,,
0.8962667320019532,-0.4116159836207899,-0.6447174317680636,1.206778319662518,0.6519401850417875,0.6350584548524789,-0.3371648408681202,-2.037863376067839,0.7639426087506561,0.347489965917872,-0.794264605474576,-1.6129705093491065,1,0,,,,,,,,,,,,,
0.7767102250082357,-0.4116159836207899,-0.4937829494001593,-0.1654055800960332,-0.3375979225598582,0.008964512845950725,-0.08989977638545356,-0.11820331275874989,-1.1661480687091097,1.0604196799093928,-0.023870245037832277,-0.03658470128535821,1,1,,,,,,,,,,,,,
-0.565422266465681,-1.315635733377402,1.3684757368417386,1.4562663014368,-1.327136030161504,1.1359336084577014,0.36453331509620407,-1.592813981048531,0.12057904959740082,1.6616857037576631,-0.9844345545927022,-1.3999454001513025,0,1,0.11039442356263889,0.07327587234107608,0.044246532987928744,0.05003947050359948,-0.04586020185043495,-0.038282688946800626,0.03785953741811321,0.05036608379947578,0.028331732695860173,,True,-0.01266403215111711,
-0.18461265159680326,-1.315635733377402,-0.41413530710106117,-2.0365654434031484,-0.3375979225598582,-2.3701924667788563,-0.3683514255776457,0.43554478242656425,-0.5227845095558545,-0.08934820651066736,-0.440713353321527,0.1764404079124456,1,1,,,,,,,,,,,,,
-0.5981896054195146,0.4924037661358222,-0.49290286495486546,-2.5355414069517126,-0.3375979225598582,0.008964512845950725,1.669914646509201,-0.7150207042362552,0.7639426087506561,-0.8673128169592459,-0.5655307812256841,0.3894655171102494,1,1,0.09837912573776636,0.06592431193474856,0.05165472241059861,0.05691226772945436,-0.02912091426449412,-0.02885903423039942,0.0318531268033248,0.0357549246230673,0.03119416667695709,,False,,0.008281841108958726
-0.9971540972763273,-0.4116159836207899,0.9935597631465362,0.08408240167824883,0.6519401850417875,0.008964512845950725,-0.15004533261096706,0.6549931016296332,-0.5227845095558545,-1.4268583411935547,0.0673877800807732,0.26165045159156713,1,1,,,,,,,,,,,,,
1.186744763808911,-0.4116159836207899,-0.6539583184436496,1.7057542832110821,-0.3375979225598582,0.008964512845950725,-0.949758469090943,-0.41353563019091744,0.7639426087506561,0.5573195375057378,-0.06508354670429926,0.26165045159156713,1,1,,,,,,,,,,,,,
0.16387242619599532,-0.4116159836207899,-0.5210655672042703,1.082034328775377,-0.3375979225598582,1.0107148200563958,-0.323799161706895,-0.33765163196181885,-1.1661480687091097,0.10330233582439073,-0.21286267125120234,-0.12179474496447973,1,1,,,,,,,,,,,,,
