Avg_Utilization_Ratio,Contacts_Count_12_mon,Credit_Limit,Customer_Age,Dependent_count,Income_Category_n,Months_Inactive_12_mon,Months_on_book,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1,Total_Relationship_Count,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,y_true,y_pred,exp_Total_Trans_Ct,exp_Total_Revolving_Bal,exp_Total_Relationship_Count,exp_Contacts_Count_12_mon,exp_Total_Ct_Chng_Q4_Q1,exp_Avg_Utilization_Ratio,exp_Total_Trans_Amt,exp_Months_Inactive_12_mon,exp_Total_Amt_Chng_Q4_Q1,exp_Dependent_count,exp_Mismatch,exp_Income_Category_n,exp_Months_on_book,exp_Credit_Limit,exp_Customer_Age
-0.9971540972763273,-0.4116159836207899,-0.42689653155782276,-0.29014957098317423,1.2732834007681237,-0.5741815040782585,-0.3375979225598582,-1.4936609479697167,-0.3683514255776457,-0.3991791980935204,-1.1661480687091097,-1.4268583411935547,0.9163817944099932,0.47467556078937095,1,1,,,,,,,,,,,,,,,
-0.7613620973720512,-0.4116159836207899,0.6811297850672007,1.9552422649853642,-1.036462419552892,-0.5741815040782585,-0.3375979225598582,1.0107148200563958,-0.0007952486439520646,-0.7621918382705597,0.7639426087506561,-0.2464136168220523,-0.735977221689144,-0.6756600288787696,1,1,0.08458055448839849,0.04145935624502274,0.03882902996582297,-0.030576299720912442,0.029138135743922496,0.007220208016719403,-0.032931237037272104,-0.019080159236481244,,-0.00893219622912708,False,,,,-0.004911756605150541
0.0035781464488630664,0.4924037661358222,-0.5815713728182261,1.7057542832110821,-1.036462419552892,0.7550529436987501,0.6519401850417875,2.137683915668146,0.6986752941268347,0.1586707348339072,0.12057904959740082,-0.2954965575443601,-0.9208483177358675,-1.868600640386471,1,1,0.09361345486274192,0.04050732006936874,0.033182284099257144,-0.024261165708164154,0.026249300155271434,0.014353583831464166,-0.020994002899720293,-0.012036765288173046,,,False,-0.004523284611403288,,,-0.003289821363367124
-0.4928027585139415,-1.315635733377402,0.7532967095813007,1.8304982740982232,-1.8063776929932305,-0.5741815040782585,0.6519401850417875,1.5115899736616183,-0.10103784235314126,0.25916575951568643,-1.809511627862365,1.2088955755943738,2.961150318519134,1.2415659539014647,1,1,,,,,,,,,,,,,,,
1.840320335374566,0.4924037661358222,-0.791471513020822,-0.6643815436445972,1.2732834007681237,1.4196701675872543,-0.3375979225598582,-1.744098524772328,-0.680217272672901,-0.9498509149722495,0.12057904959740082,-0.04640063337864803,-0.5505173641900426,-0.5478449633600874,0,1,,,,,,,,,,,,,,,
1.8686596555508548,0.4924037661358222,-0.5991730617241042,-0.41489356187031523,0.5033681273277852,0.7550529436987501,-0.3375979225598582,-0.8675670059631887,-0.7760046399950151,0.8272702867983976,0.12057904959740082,1.6616857037576631,-0.06096221653765257,0.815515735505857,1,1,,,,,,,,,,,,,,,
-0.8048673818614317,1.3964235158924343,1.7416315416463535,-1.2881014980803023,0.5033681273277852,-1.9034159518552671,-0.3375979225598582,0.008964512845950725,0.7031305205139098,0.839575800024738,1.4073061679039114,0.16833723228144856,-0.4901693153212874,0.0060203205542025545,1,1,,,,,,,,,,,,,,,
-0.9971540972763273,-0.4116159836207899,-0.7565981668760511,-0.6643815436445972,-0.26654714611255337,0.7550529436987501,-0.3375979225598582,0.008964512845950725,0.045984628420336224,-0.6678495702019506,-0.5227845095558545,-1.4268583411935547,0.11242803118769784,0.34686049527068863,1,1,,,,,,,,,,,,,,,
-0.8520257818422869,0.4924037661358222,2.3735321733673755,0.08408240167824883,0.5033681273277852,0.09043571981024574,0.6519401850417875,0.008964512845950725,0.8590634440615373,-0.18998547324573506,1.4073061679039114,0.03826743936733291,-0.26526244051285325,0.0060203205542025545,1,1,0.0908698767170464,0.040236459981334606,0.03013202250285409,-0.028464323215396676,0.0169938956866893,0.020596900290949773,-0.03825904801207078,-0.014829180452325584,,,False,-0.004760407011537699,,-0.005316037680491251,
0.7660829799421276,-2.219655483134014,-0.5168851660891243,-1.9118214525160075,-1.8063776929932305,1.4196701675872543,-0.3375979225598582,-2.2449736783775505,-0.16786623815926738,0.6365348317901227,-0.5227845095558545,0.9180791518147001,-0.07685877575186127,0.7303056918267355,1,1,,,,,,,,,,,,,,,
-0.9971540972763273,-0.4116159836207899,0.8897097986018556,-1.0386135163060204,0.5033681273277852,0.09043571981024574,-0.3375979225598582,-0.8675670059631887,-0.18568714370756767,0.46630856549241506,-1.1661480687091097,-1.4268583411935547,3.1516146483634495,2.051061368853119,1,1,,,,,,,,,,,,,,,
-0.884682420326682,-1.315635733377402,1.4776062080581827,0.20882639256538985,1.2732834007681237,0.09043571981024574,1.6414782926434333,0.008964512845950725,-0.7069486309953514,0.7124188300192213,1.4073061679039114,-0.5863129813240338,-0.24347826677486353,-0.03658470128535821,1,1,,,,,,,,,,,,,,,
1.8031249776431877,-0.4116159836207899,-0.5910322806051356,-1.2881014980803023,1.2732834007681237,0.7550529436987501,-0.3375979225598582,-1.4936609479697167,-1.7427887659903063,-2.7437640149996736,-0.5227845095558545,1.6616857037576631,-1.0444882227352685,-1.9964157059051533,0,0,0.08494195132113899,0.04478245605893379,0.03688974997609888,-0.026048059842779244,0.0201104234727659,0.01171864631654849,-0.025335096954212526,-0.01165962518707312,,,False,,0.004598713992163381,0.00373170875134801,
