Avg_Utilization_Ratio,Contacts_Count_12_mon,Credit_Limit,Customer_Age,Income_Category_n,Months_Inactive_12_mon,Months_on_book,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1,Total_Relationship_Count,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,y_true,y_pred,exp_shap_Avg_Utilization_Ratio,exp_shap_Contacts_Count_12_mon,exp_shap_Credit_Limit,exp_shap_Customer_Age,exp_shap_Income_Category_n,exp_shap_Months_Inactive_12_mon,exp_shap_Months_on_book,exp_shap_Total_Amt_Chng_Q4_Q1,exp_shap_Total_Ct_Chng_Q4_Q1,exp_shap_Total_Relationship_Count,exp_shap_Total_Revolving_Bal,exp_shap_Total_Trans_Amt,exp_shap_Total_Trans_Ct,exp_Mismatch
-0.9971540972763273,-0.4116159836207899,-0.42689653155782276,-0.29014957098317423,-0.5741815040782585,-0.3375979225598582,-1.4936609479697167,-0.3683514255776457,-0.3991791980935204,-1.1661480687091097,-1.4268583411935547,0.9163817944099932,0.47467556078937095,1,1,,,,,,,,,,,,,,
-0.7613620973720512,-0.4116159836207899,0.6811297850672007,1.9552422649853642,-0.5741815040782585,-0.3375979225598582,1.0107148200563958,-0.0007952486439520646,-0.7621918382705597,0.7639426087506561,-0.2464136168220523,-0.735977221689144,-0.6756600288787696,1,1,0.01978666911390138,0.10448534599119426,0.029028338645589263,0.17224116336421302,3.440744072328101e-05,0.456224751819754,-0.09617319637589265,-0.06478340181343265,0.19741547671973797,0.25650335351090947,0.6611700657536173,0.9097925381059252,-1.7692168563878656,False
0.0035781464488630664,0.4924037661358222,-0.5815713728182261,1.7057542832110821,0.7550529436987501,0.6519401850417875,2.137683915668146,0.6986752941268347,0.1586707348339072,0.12057904959740082,-0.2954965575443601,-0.9208483177358675,-1.868600640386471,1,1,0.022315177725519914,0.20753902049998274,0.029057916822897843,-0.05411028520188809,3.440744072328101e-05,0.03436255872629003,0.012352542264022541,0.057615666955688566,0.18243591641127385,0.11356997026937035,0.7428028472251459,-0.8195242016617829,-1.2407223797276192,False
-0.4928027585139415,-1.315635733377402,0.7532967095813007,1.8304982740982232,-0.5741815040782585,0.6519401850417875,1.5115899736616183,-0.10103784235314126,0.25916575951568643,-1.809511627862365,1.2088955755943738,2.961150318519134,1.2415659539014647,1,1,,,,,,,,,,,,,,
1.840320335374566,0.4924037661358222,-0.791471513020822,-0.6643815436445972,1.4196701675872543,-0.3375979225598582,-1.744098524772328,-0.680217272672901,-0.9498509149722495,0.12057904959740082,-0.04640063337864803,-0.5505173641900426,-0.5478449633600874,0,1,,,,,,,,,,,,,,
1.8686596555508548,0.4924037661358222,-0.5991730617241042,-0.41489356187031523,0.7550529436987501,-0.3375979225598582,-0.8675670059631887,-0.7760046399950151,0.8272702867983976,0.12057904959740082,1.6616857037576631,-0.06096221653765257,0.815515735505857,1,1,,,,,,,,,,,,,,
-0.8048673818614317,1.3964235158924343,1.7416315416463535,-1.2881014980803023,-1.9034159518552671,-0.3375979225598582,0.008964512845950725,0.7031305205139098,0.839575800024738,1.4073061679039114,0.16833723228144856,-0.4901693153212874,0.0060203205542025545,1,1,,,,,,,,,,,,,,
-0.9971540972763273,-0.4116159836207899,-0.7565981668760511,-0.6643815436445972,0.7550529436987501,-0.3375979225598582,0.008964512845950725,0.045984628420336224,-0.6678495702019506,-0.5227845095558545,-1.4268583411935547,0.11242803118769784,0.34686049527068863,1,1,,,,,,,,,,,,,,
-0.8520257818422869,0.4924037661358222,2.3735321733673755,0.08408240167824883,0.09043571981024574,0.6519401850417875,0.008964512845950725,0.8590634440615373,-0.18998547324573506,1.4073061679039114,0.03826743936733291,-0.26526244051285325,0.0060203205542025545,1,1,0.019778419301185353,-0.09202646048748968,0.029057916822897843,-0.0406169359134193,7.674935271182056e-05,-0.016478150475225495,0.048934273113523566,0.11293684690281754,0.3217907796080661,0.09444313116372945,0.28805237588222926,0.47731654738300905,0.8694602012452592,False
0.7660829799421276,-2.219655483134014,-0.5168851660891243,-1.9118214525160075,1.4196701675872543,-0.3375979225598582,-2.2449736783775505,-0.16786623815926738,0.6365348317901227,-0.5227845095558545,0.9180791518147001,-0.07685877575186127,0.7303056918267355,1,1,,,,,,,,,,,,,,
-0.9971540972763273,-0.4116159836207899,0.8897097986018556,-1.0386135163060204,0.09043571981024574,-0.3375979225598582,-0.8675670059631887,-0.18568714370756767,0.46630856549241506,-1.1661480687091097,-1.4268583411935547,3.1516146483634495,2.051061368853119,1,1,,,,,,,,,,,,,,
-0.884682420326682,-1.315635733377402,1.4776062080581827,0.20882639256538985,0.09043571981024574,1.6414782926434333,0.008964512845950725,-0.7069486309953514,0.7124188300192213,1.4073061679039114,-0.5863129813240338,-0.24347826677486353,-0.03658470128535821,1,1,,,,,,,,,,,,,,
1.8031249776431877,-0.4116159836207899,-0.5910322806051356,-1.2881014980803023,0.7550529436987501,-0.3375979225598582,-1.4936609479697167,-1.7427887659903063,-2.7437640149996736,-0.5227845095558545,1.6616857037576631,-1.0444882227352685,-1.9964157059051533,0,0,0.022270684984955595,-0.09202646048748968,0.029057916822897843,-0.03968614489310028,6.667172801096434e-05,0.380992010956817,0.022140952562373115,0.09352118366735412,0.12509100595716785,0.08103356788144571,0.36645136802107736,0.48510293087607387,0.6874306831381607,False
-0.5583374364216088,-0.4116159836207899,0.26132950466200916,0.832546347001095,1.4196701675872543,-0.3375979225598582,1.0107148200563958,-0.651258301156913,-0.24536028276426647,-0.5227845095558545,0.20269529078706403,-0.17989202991802875,0.9007257791849785,1,1,,,,,,,,,,,,,,
0.8962667320019532,-0.4116159836207899,-0.6447174317680636,1.206778319662518,-1.238798727966763,0.6519401850417875,0.6350584548524789,-0.3371648408681202,-2.037863376067839,0.7639426087506561,0.347489965917872,-0.794264605474576,-1.6129705093491065,1,1,,,,,,,,,,,,,,
0.7767102250082357,-0.4116159836207899,-0.4937829494001593,-0.1654055800960332,1.4196701675872543,-0.3375979225598582,0.008964512845950725,-0.08989977638545356,-0.11820331275874989,-1.1661480687091097,1.0604196799093928,-0.023870245037832277,-0.03658470128535821,1,1,,,,,,,,,,,,,,
-0.565422266465681,-1.315635733377402,1.3684757368417386,1.4562663014368,1.4196701675872543,-1.327136030161504,1.1359336084577014,0.36453331509620407,-1.592813981048531,0.12057904959740082,1.6616857037576631,-0.9844345545927022,-1.3999454001513025,0,1,0.022332624907968043,-0.06559113496251932,0.012793649015120284,-0.07274749255716399,3.440744072328101e-05,-0.32396846567197946,-0.010093657034953053,0.029495734178358338,0.14967379480289994,-1.2648790981693436,0.6522912584180875,-1.031015295754151,-3.151822966026798,False
-0.18461265159680326,-1.315635733377402,-0.41413530710106117,-2.0365654434031484,0.7550529436987501,-0.3375979225598582,-2.3701924667788563,-0.3683514255776457,0.43554478242656425,-0.5227845095558545,-0.08934820651066736,-0.440713353321527,0.1764404079124456,1,1,,,,,,,,,,,,,,
-0.5981896054195146,0.4924037661358222,-0.49290286495486546,-2.5355414069517126,0.7550529436987501,-0.3375979225598582,0.008964512845950725,1.669914646509201,-0.7150207042362552,0.7639426087506561,-0.8673128169592459,-0.5655307812256841,0.3894655171102494,1,1,-0.12733053925970855,0.10125402862711372,0.029057916822897843,-0.04359558985800425,7.674935271182056e-05,-0.2570136414296249,-0.0072763562541502515,-0.9419221247448886,0.31548925053381616,0.07595127279926979,-0.6892570037937722,-0.619630732948721,1.161228277644584,False
-0.9971540972763273,-0.4116159836207899,0.9935597631465362,0.08408240167824883,-0.5741815040782585,0.6519401850417875,0.008964512845950725,-0.15004533261096706,0.6549931016296332,-0.5227845095558545,-1.4268583411935547,0.0673877800807732,0.26165045159156713,1,1,,,,,,,,,,,,,,
1.186744763808911,-0.4116159836207899,-0.6539583184436496,1.7057542832110821,0.7550529436987501,-0.3375979225598582,0.008964512845950725,-0.949758469090943,-0.41353563019091744,0.7639426087506561,0.5573195375057378,-0.06508354670429926,0.26165045159156713,1,1,,,,,,,,,,,,,,
