Avg_Utilization_Ratio,Contacts_Count_12_mon,Credit_Limit,Customer_Age,Dependent_count,Education_Level_n,Income_Category_n,Months_Inactive_12_mon,Months_on_book,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1,Total_Relationship_Count,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,y_true,y_pred,exp_Total_Trans_Ct,exp_Total_Relationship_Count,exp_Total_Revolving_Bal,exp_Total_Ct_Chng_Q4_Q1,exp_Contacts_Count_12_mon,exp_Months_Inactive_12_mon,exp_Total_Amt_Chng_Q4_Q1,exp_Customer_Age,exp_Total_Trans_Amt,exp_Income_Category_n,exp_Mismatch,exp_Education_Level_n,exp_Dependent_count,exp_Avg_Utilization_Ratio,exp_Credit_Limit,exp_Months_on_book
-0.9971540972763273,-0.4116159836207899,-0.42689653155782276,-0.29014957098317423,1.2732834007681237,-0.5976783393374748,-0.5741815040782585,-0.3375979225598582,-1.4936609479697167,-0.3683514255776457,-0.3991791980935204,-1.1661480687091097,-1.4268583411935547,0.9163817944099932,0.47467556078937095,1,0,,,,,,,,,,,,,,,,
-0.7613620973720512,-0.4116159836207899,0.6811297850672007,1.9552422649853642,-1.036462419552892,-0.5976783393374748,-0.5741815040782585,-0.3375979225598582,1.0107148200563958,-0.0007952486439520646,-0.7621918382705597,0.7639426087506561,-0.2464136168220523,-0.735977221689144,-0.6756600288787696,1,1,0.026019261233217433,0.0017353332891926628,0.00590615907821439,0.004904773959078409,-0.002376769943641259,-0.002652714892273184,0.002055785310693666,-0.002105522629838552,0.0013668133294646439,,False,-0.003274597785730676,,,,
0.0035781464488630664,0.4924037661358222,-0.5815713728182261,1.7057542832110821,-1.036462419552892,-1.6877618228981428,0.7550529436987501,0.6519401850417875,2.137683915668146,0.6986752941268347,0.1586707348339072,0.12057904959740082,-0.2954965575443601,-0.9208483177358675,-1.868600640386471,1,1,0.026877872867195136,0.0038957860245551856,0.0051535095378649415,0.00582630876325531,-0.0028495238250212133,-0.004262014624755109,0.004813548954860219,-0.0018391488414375096,0.0029368061871906568,,False,,,,,-0.0010696503289054815
-0.4928027585139415,-1.315635733377402,0.7532967095813007,1.8304982740982232,-1.8063776929932305,-0.5976783393374748,-0.5741815040782585,0.6519401850417875,1.5115899736616183,-0.10103784235314126,0.25916575951568643,-1.809511627862365,1.2088955755943738,2.961150318519134,1.2415659539014647,1,1,,,,,,,,,,,,,,,,
1.840320335374566,0.4924037661358222,-0.791471513020822,-0.6643815436445972,1.2732834007681237,-1.6877618228981428,1.4196701675872543,-0.3375979225598582,-1.744098524772328,-0.680217272672901,-0.9498509149722495,0.12057904959740082,-0.04640063337864803,-0.5505173641900426,-0.5478449633600874,0,0,,,,,,,,,,,,,,,,
1.8686596555508548,0.4924037661358222,-0.5991730617241042,-0.41489356187031523,0.5033681273277852,-1.1427200811178089,0.7550529436987501,-0.3375979225598582,-0.8675670059631887,-0.7760046399950151,0.8272702867983976,0.12057904959740082,1.6616857037576631,-0.06096221653765257,0.815515735505857,1,1,,,,,,,,,,,,,,,,
-0.8048673818614317,1.3964235158924343,1.7416315416463535,-1.2881014980803023,0.5033681273277852,-0.5976783393374748,-1.9034159518552671,-0.3375979225598582,0.008964512845950725,0.7031305205139098,0.839575800024738,1.4073061679039114,0.16833723228144856,-0.4901693153212874,0.0060203205542025545,1,1,,,,,,,,,,,,,,,,
-0.9971540972763273,-0.4116159836207899,-0.7565981668760511,-0.6643815436445972,-0.26654714611255337,1.0374468860035269,0.7550529436987501,-0.3375979225598582,0.008964512845950725,0.045984628420336224,-0.6678495702019506,-0.5227845095558545,-1.4268583411935547,0.11242803118769784,0.34686049527068863,1,1,,,,,,,,,,,,,,,,
-0.8520257818422869,0.4924037661358222,2.3735321733673755,0.08408240167824883,0.5033681273277852,-0.05263659755714094,0.09043571981024574,0.6519401850417875,0.008964512845950725,0.8590634440615373,-0.18998547324573506,1.4073061679039114,0.03826743936733291,-0.26526244051285325,0.0060203205542025545,1,1,0.026274433153119513,0.0033957395217719287,0.004727792228509541,0.005081977529767499,-0.004146548904005482,-0.0015206716831305566,0.0012394463666352319,,0.0015096208219180524,,False,,-0.0015873330655254627,,,-0.0023119917076187928
0.7660829799421276,-2.219655483134014,-0.5168851660891243,-1.9118214525160075,-1.8063776929932305,0.492405144223193,1.4196701675872543,-0.3375979225598582,-2.2449736783775505,-0.16786623815926738,0.6365348317901227,-0.5227845095558545,0.9180791518147001,-0.07685877575186127,0.7303056918267355,1,1,,,,,,,,,,,,,,,,
